"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","V1"
"228","ANAPC5",1.78640095638183e-74,2.76001051339723,0.58,0.177,5.3592028691455e-71,"0","ENSFALG00000009155"
"229","ANAPC7",1.00787973832136e-33,1.38714476146925,0.603,0.217,3.02363921496408e-30,"8","ENSFALG00000009220"
"230","ANAPC7",1.68992197046299e-52,1.72168016213368,0.415,0.208,5.06976591138897e-49,"0","ENSFALG00000009220"
"231","ANAPC7",9.99794529742611e-06,1.35164700335031,0.308,0.233,0.0299938358922783,"9","ENSFALG00000009220"
"232","ANAPC7",2.92679376226337e-20,0.367383347824721,0.329,0.231,8.78038128679011e-17,"6","ENSFALG00000009220"
"233","ANKIB1",1.45786465515971e-49,1.75838459370201,0.452,0.144,4.37359396547912e-46,"3","ENSFALG00000010447"
"234","ANKIB1",0.00107883785484358,1.52640025143863,0.407,0.166,1,"17","ENSFALG00000010447"
"235","ANKIB1",7.76961658367308e-43,1.07738365348852,0.506,0.15,2.33088497510192e-39,"6","ENSFALG00000010447"
"236","ANKIB1",1.22645935669074e-50,0.985475707553553,0.572,0.15,3.67937807007222e-47,"9","ENSFALG00000010447"
"237","ANKMY2",1.81855119125516e-16,1.33913423251809,0.284,0.189,5.45565357376548e-13,"9","ENSFALG00000009945"
"238","ANKMY2",3.68449916806017e-34,0.299410953332138,0.716,0.18,1.10534975041805e-30,"14","ENSFALG00000009945"
"239","ANKMY2",1.13669528999507e-18,1.52458454896791,0.366,0.165,3.41008586998521e-15,"0","ENSFALG00000009945"
"240","ANKRA2",1.3486930693811e-17,2.13824594322637,0.398,0.191,4.0460792081433e-14,"9","ENSFALG00000010222"
"241","ANKRA2",2.39396884241395e-40,3.61480495160972,0.515,0.183,7.18190652724186e-37,"6","ENSFALG00000010222"
"242","ANKRD11",2.47053323407515e-16,1.59509501746979,0.394,0.157,7.41159970222544e-13,"16","ENSFALG00000003207"
"243","ANKRD11",1.13706960587856e-12,0.383442324088969,0.282,0.143,3.41120881763568e-09,"0","ENSFALG00000003207"
"244","ANKRD11",1.26620327139011e-48,2.15471364169085,0.496,0.132,3.79860981417033e-45,"3","ENSFALG00000003207"
"245","ANKRD11",2.72799270500971e-34,2.16348424768539,0.518,0.15,8.18397811502913e-31,"13","ENSFALG00000003207"
"246","ANKRD12",9.13158806646108e-41,2.65809028935634,0.66,0.2,2.73947641993833e-37,"13","ENSFALG00000006379"
"247","ANKRD12",2.71476660175453e-85,2.17705325479873,0.648,0.176,8.14429980526359e-82,"3","ENSFALG00000006379"
"248","ANKRD12",8.44923998830375e-44,1.47593160776204,0.622,0.196,2.53477199649113e-40,"9","ENSFALG00000006379"
"249","ANKRD12",2.11050937937436e-30,0.842043849764767,0.43,0.203,6.33152813812308e-27,"6","ENSFALG00000006379"
"250","ANKRD12",1.16108371262496e-26,0.301298523623474,0.721,0.203,3.48325113787488e-23,"16","ENSFALG00000006379"
"251","ANKRD12",3.40264433240293e-20,2.56295424928466,0.833,0.208,1.02079329972088e-16,"17","ENSFALG00000006379"
"252","ANKRD17",1.29765214975317e-52,1.78579398399222,0.374,0.139,3.8929564492595e-49,"0","ENSFALG00000008287"
"253","ANKRD17",3.72070801978378e-32,1.11938475594408,0.438,0.158,1.11621240593513e-28,"8","ENSFALG00000008287"
"254","ANKRD28",4.54050189298227e-13,0.861625667360924,0.49,0.241,1.36215056789468e-09,"16","ENSFALG00000009274"
"255","ANKRD28",6.93438665794859e-06,2.72686425743487,0.333,0.246,0.0208031599738458,"17","ENSFALG00000009274"
"256","ANKRD28",2.44351261573459e-48,1.30549196702112,0.443,0.215,7.33053784720377e-45,"0","ENSFALG00000009274"
"257","ANKRD28",7.48406610657887e-56,0.76621728958647,0.524,0.222,2.24521983197366e-52,"3","ENSFALG00000009274"
"258","ANKRD28",5.19312449584552e-11,0.612589924700556,0.416,0.23,1.55793734875366e-07,"2","ENSFALG00000009274"
"259","ANKRD42",8.51579452171443e-14,1.42135399064843,0.667,0.266,2.55473835651433e-10,"17","ENSFALG00000007744"
"260","ANKRD42",1.23308949628556e-73,2.43018767025289,0.706,0.232,3.69926848885668e-70,"3","ENSFALG00000007744"
"261","ANKRD42",1.28191688418187e-08,3.37370992033047,0.447,0.265,3.8457506525456e-05,"13","ENSFALG00000007744"
"262","ANKRD49",1.91665868251084e-10,2.3807942478181,0.304,0.201,5.74997604753253e-07,"6","ENSFALG00000000317"
"263","ANO10",5.17665735167204e-39,1.41919533446654,0.424,0.202,1.55299720550161e-35,"3","ENSFALG00000009129"
"264","ANXA2",8.85157301617461e-50,3.08098721549961,0.779,0.15,2.65547190485238e-46,"16","ENSFALG00000012565"
"265","ANXA2",0.00186344656563068,0.829922229125655,0.29,0.145,1,"0","ENSFALG00000012565"
"266","ANXA2",7.65339479834285e-12,1.0692074144354,0.36,0.147,2.29601843950285e-08,"3","ENSFALG00000012565"
"267","AP1M1",0.000338707056933612,1.50158817478749,0.363,0.203,1,"9","ENSFALG00000013424"
"268","AP1M1",9.95908769653046e-10,2.92638237667456,0.444,0.207,2.98772630895914e-06,"17","ENSFALG00000013424"
"269","AP1M1",2.0632068853183e-10,1.12417285312272,0.346,0.202,6.18962065595491e-07,"6","ENSFALG00000013424"
"270","AP1M1",2.49998707874631e-90,1.72421303970486,0.602,0.147,7.49996123623894e-87,"0","ENSFALG00000013424"
"271","AP1S2",8.92250268541568e-29,3.44599153781659,0.546,0.217,2.67675080562471e-25,"13","ENSFALG00000004371"
"272","AP1S2",3.49641300870034e-53,1.77598472796647,0.474,0.205,1.0489239026101e-49,"3","ENSFALG00000004371"
"273","AP1S3",2.829175176214e-24,2.2042695167842,0.552,0.188,8.48752552864201e-21,"9","ENSFALG00000006761"
"274","AP1S3",4.13186987883694e-28,2.77227399738447,0.498,0.188,1.23956096365108e-24,"6","ENSFALG00000006761"
"275","AP1S3",1.16064772182453e-20,1.13124430051455,0.473,0.19,3.48194316547359e-17,"8","ENSFALG00000006761"
"276","AP2A2",2.15837314589857e-38,0.58900564729471,0.269,0.179,6.4751194376957e-35,"3","ENSFALG00000012000"
"277","AP2A2",4.50977568611406e-13,2.24824536704005,0.429,0.173,1.35293270583422e-09,"8","ENSFALG00000012000"
"278","AP2B1",6.88154370234306e-21,0.440584406013465,0.495,0.203,2.06446311070292e-17,"14","ENSFALG00000009715"
"279","AP2B1",2.33143350940845e-33,2.16262338381579,0.522,0.195,6.99430052822535e-30,"9","ENSFALG00000009715"
"280","AP2B1",1.48056401548623e-28,1.9993222114085,0.464,0.195,4.4416920464587e-25,"6","ENSFALG00000009715"
"281","AP2B1",3.75776837600066e-22,1.48584261273163,0.469,0.196,1.1273305128002e-18,"8","ENSFALG00000009715"
"282","AP2M1",3.32683144930916e-13,0.274107246834514,0.213,0.264,9.98049434792748e-10,"3","ENSFALG00000007949"
"283","AP2M1",5.01872224575894e-11,2.77294094516448,0.384,0.253,1.50561667372768e-07,"6","ENSFALG00000007949"
"284","AP2M1",9.71374949010516e-16,1.21902527093276,0.451,0.25,2.91412484703155e-12,"8","ENSFALG00000007949"
"285","AP3D1",3.50700690183512e-10,0.505610280898479,0.51,0.201,1.05210207055054e-06,"16","ENSFALG00000013760"
"286","AP3D1",1.20721847230771e-12,1.73776503775169,0.291,0.203,3.62165541692312e-09,"6","ENSFALG00000013760"
"287","AP3D1",2.06795997900256e-15,1.87077694664811,0.442,0.196,6.20387993700767e-12,"8","ENSFALG00000013760"
"288","AP3D1",9.42909627238292e-24,0.374500659340161,0.359,0.184,2.82872888171488e-20,"0","ENSFALG00000013760"
"289","AP4S1",6.87321362530428e-32,2.04769844319442,0.552,0.277,2.06196408759128e-28,"9","ENSFALG00000005840"
"290","AP4S1",3.78374875558552e-38,1.63703996867139,0.725,0.279,1.13512462667566e-34,"14","ENSFALG00000005840"
"291","AP4S1",1.94615497074982e-08,0.766181605307235,0.329,0.288,5.83846491224945e-05,"6","ENSFALG00000005840"
"292","APBB1",1.08948687538537e-17,1.55992518686655,0.274,0.184,3.2684606261561e-14,"3","ENSFALG00000008137"
"293","APBB1",5.00683747498133e-07,1.15099283471043,0.407,0.179,0.0015020512424944,"7","ENSFALG00000008137"
"294","APC",8.15873540681676e-09,1.17587303788012,0.332,0.183,2.44762062204503e-05,"3","ENSFALG00000000047"
"295","APC",2.29379770038051e-17,1.44612241866291,0.279,0.193,6.88139310114153e-14,"16","ENSFALG00000000047"
"296","APC",5.28953092381682e-10,2.84575821416246,0.519,0.191,1.58685927714505e-06,"17","ENSFALG00000000047"
"297","APC",1.09857562805355e-48,1.38960017137758,0.652,0.173,3.29572688416064e-45,"9","ENSFALG00000000047"
"298","APC",3.76655044562901e-37,1.18990399199181,0.464,0.18,1.1299651336887e-33,"6","ENSFALG00000000047"
"299","API5",3.2102037266592e-05,0.94723960156027,0.367,0.242,0.096306111799776,"14","ENSFALG00000012414"
"300","API5",1.00617734583689e-18,0.587918094916561,0.334,0.23,3.01853203751067e-15,"0","ENSFALG00000012414"
"301","API5",1.90351013718236e-59,2.06661120966261,0.637,0.223,5.71053041154709e-56,"6","ENSFALG00000012414"
"302","API5",7.10442284547583e-19,2.32934022013922,0.448,0.235,2.13132685364275e-15,"9","ENSFALG00000012414"
"303","API5",9.39444278360083e-82,0.77869529609004,0.632,0.21,2.81833283508025e-78,"3","ENSFALG00000012414"
"304","APLP2",3.92570520475068e-19,1.12823919157573,0.596,0.247,1.1777115614252e-15,"14","ENSFALG00000004895"
"305","APLP2",0.0052518598547432,0.774017140737334,0.076,0.266,1,"6","ENSFALG00000004895"
"306","APLP2",1.2303185088662e-17,1.58106736716886,0.648,0.245,3.69095552659859e-14,"15","ENSFALG00000004895"
"307","APLP2",2.36812761527843e-43,2.08890223335851,0.511,0.214,7.10438284583529e-40,"0","ENSFALG00000004895"
"308","APOA1",1.43714299202096e-21,1.97798484175176,0.548,0.22,4.31142897606288e-18,"16","ENSFALG00000005591"
"309","APOA1",0.00544206848392809,0.643430487446056,0.259,0.227,1,"15","ENSFALG00000005591"
"310","APOA1",7.32921130851405e-11,1.00632935630613,0.255,0.226,2.19876339255421e-07,"13","ENSFALG00000005591"
"311","APOA1",2.73218302899981e-77,2.93995109312656,0.529,0.2,8.19654908699942e-74,"3","ENSFALG00000005591"
"312","APOOL",1.6009984037543e-64,0.94812454741446,0.701,0.124,4.8029952112629e-61,"8","ENSFALG00000004016"
"313","APP",5.85128423857478e-09,2.45214203572646,0.337,0.15,1.75538527157243e-05,"16","ENSFALG00000011958"
"314","APP",6.22825444829233e-18,0.296318349932616,0.321,0.145,1.8684763344877e-14,"8","ENSFALG00000011958"
"315","APTX",6.49905374117419e-11,0.793492131599808,0.284,0.235,1.94971612235226e-07,"13","ENSFALG00000001230"
"316","APTX",2.41619062830378e-74,3.3616901872574,0.835,0.204,7.24857188491134e-71,"8","ENSFALG00000001230"
"317","APTX",7.22945165841592e-16,1.29876492799333,0.388,0.228,2.16883549752478e-12,"6","ENSFALG00000001230"
"318","AQR",1.1104784110409e-22,1.12948405542267,0.796,0.138,3.33143523312271e-19,"17","ENSFALG00000005683"
"319","AQR",5.7700703492938e-50,3.59219325172989,0.582,0.126,1.73102110478814e-46,"9","ENSFALG00000005683"
"320","ARF4",5.26400845492966e-63,3.20731895314286,0.734,0.228,1.5792025364789e-59,"6","ENSFALG00000008385"
"321","ARF4",3.09813919651226e-44,3.58394903777422,0.677,0.235,9.29441758953678e-41,"9","ENSFALG00000008385"
"322","ARF4",1.07779260447631e-06,1.09094451798091,0.193,0.257,0.00323337781342894,"14","ENSFALG00000008385"
"323","ARF4",2.3400491537802e-19,0.634968999327203,0.615,0.247,7.0201474613406e-16,"16","ENSFALG00000008385"
"324","ARF6",5.70452626173905e-20,2.59055427453037,0.414,0.306,1.71135787852171e-16,"6","ENSFALG00000014477"
"325","ARF6",0.00727552890965589,2.01232520752341,0.303,0.312,1,"9","ENSFALG00000014477"
"326","ARF6",1.90846740981876e-21,0.575669122933536,0.567,0.298,5.72540222945628e-18,"8","ENSFALG00000014477"
"327","ARF6",1.80662783012414e-40,0.590394478473935,0.46,0.298,5.41988349037242e-37,"3","ENSFALG00000014477"
"328","ARF6",2.51982905202638e-10,1.77580156533496,0.426,0.308,7.55948715607914e-07,"13","ENSFALG00000014477"
"329","ARFGAP1",5.6094795537745e-24,1.83438879973864,0.469,0.166,1.68284386613235e-20,"8","ENSFALG00000010452"
"330","ARFGAP1",2.21990489426675e-17,1.1841186507648,0.577,0.172,6.65971468280025e-14,"16","ENSFALG00000010452"
"331","ARFGAP1",7.96459656764393e-17,0.751300829008188,0.319,0.177,2.38937897029318e-13,"13","ENSFALG00000010452"
"332","ARFGAP1",7.44634272669992e-20,4.32176961469672,0.741,0.175,2.23390281800997e-16,"17","ENSFALG00000010452"
"333","ARFGAP1",9.78100813299375e-09,0.928449051689662,0.38,0.177,2.93430243989812e-05,"15","ENSFALG00000010452"
"334","ARFGAP1",5.91960770729318e-13,0.655276145754943,0.338,0.174,1.77588231218795e-09,"9","ENSFALG00000010452"
"335","ARFGAP1",1.57828703458947e-45,0.384058392027761,0.734,0.168,4.7348611037684e-42,"14","ENSFALG00000010452"
"336","ARFGAP3",3.62517234165537e-31,2.34529340198318,0.418,0.173,1.08755170249661e-27,"6","ENSFALG00000003855"
"337","ARFGAP3",5.97843798913625e-10,2.73707920124151,0.343,0.178,1.79353139674088e-06,"9","ENSFALG00000003855"
"338","ARFGAP3",3.56978959537087e-58,2.06437666670249,0.728,0.157,1.07093687861126e-54,"8","ENSFALG00000003855"
"339","ARGLU1",2.90554807419021e-31,1.88107121480638,0.488,0.217,8.71664422257062e-28,"3","ENSFALG00000004218"
"340","ARGLU1",3.41369926069429e-12,1.79991733134559,0.319,0.236,1.02410977820829e-08,"13","ENSFALG00000004218"
"341","ARGLU1",7.19454292527758e-41,2.3450421021235,0.647,0.219,2.15836287758328e-37,"9","ENSFALG00000004218"
"342","ARGLU1",5.8368224469318e-09,1.37349146580388,0.329,0.234,1.75104673407954e-05,"6","ENSFALG00000004218"
"343","ARGLU1",1.59565213587613e-18,0.549841923517203,0.596,0.23,4.78695640762839e-15,"14","ENSFALG00000004218"
"344","ARGLU1",6.13087993946765e-09,2.56571292812996,0.722,0.233,1.83926398184029e-05,"17","ENSFALG00000004218"
"345","ARHGAP12",2.69100323346907e-12,1.85538971318501,0.413,0.166,8.0730097004072e-09,"16","ENSFALG00000007115"
"346","ARHGAP12",1.89588661324996e-24,0.770843922174281,0.447,0.162,5.68765983974989e-21,"13","ENSFALG00000007115"
"347","ARHGAP12",1.32178343937922e-06,4.24756657291787,0.537,0.167,0.00396535031813765,"17","ENSFALG00000007115"
"348","ARHGAP12",1.06420204935666e-20,0.483753274416058,0.398,0.161,3.19260614806999e-17,"9","ENSFALG00000007115"
"349","ARHGAP12",4.0842761156954e-48,1.64717875567674,0.506,0.152,1.22528283470862e-44,"6","ENSFALG00000007115"
"350","ARHGAP5",9.24694724386033e-33,1.52869530307244,0.481,0.201,2.7740841731581e-29,"6","ENSFALG00000005883"
"351","ARHGAP5",3.91560507221097e-32,1.01490047473303,0.567,0.205,1.17468152166329e-28,"13","ENSFALG00000005883"
"352","ARHGAP5",1.32411787902863e-35,0.685930720440134,0.377,0.202,3.9723536370859e-32,"3","ENSFALG00000005883"
"353","ARHGAP5",2.30269514023295e-27,1.31145644266971,0.488,0.204,6.90808542069884e-24,"9","ENSFALG00000005883"
"354","ARHGAP5",8.8378900088698e-42,1.99933197268676,0.789,0.202,2.65136700266094e-38,"14","ENSFALG00000005883"
"355","ARHGAP5",1.93793009721121e-07,1.15032509893289,0.296,0.215,0.000581379029163364,"15","ENSFALG00000005883"
"356","ARID2",1.37382466247821e-15,1.33919419007648,0.482,0.208,4.12147398743462e-12,"13","ENSFALG00000010156"
"357","ARID2",1.00972737901017e-14,0.968173738605915,0.367,0.213,3.02918213703051e-11,"14","ENSFALG00000010156"
"358","ARID2",1.07677488021164e-09,0.65816923405703,0.388,0.207,3.23032464063493e-06,"8","ENSFALG00000010156"
"359","ARID2",1.90965833982141e-15,1.82801850383896,0.397,0.206,5.72897501946423e-12,"6","ENSFALG00000010156"
"360","ARID2",9.98472410582182e-22,0.802422307294717,0.338,0.211,2.99541723174655e-18,"9","ENSFALG00000010156"
"361","ARID2",1.18940592399895e-14,1.27786985184035,0.374,0.191,3.56821777199684e-11,"0","ENSFALG00000010156"
"362","ARID4A",4.95875584915389e-49,1.49689122591239,0.399,0.214,1.48762675474617e-45,"3","ENSFALG00000003561"
"363","ARID4A",1.34277985648565e-56,0.490460948472533,0.474,0.189,4.02833956945695e-53,"0","ENSFALG00000003561"
"364","ARID4A",8.25533027041697e-24,1.53233037452906,0.358,0.223,2.47659908112509e-20,"9","ENSFALG00000003561"
"365","ARID4B",8.87560731974857e-32,0.945717223014011,0.688,0.184,2.66268219592457e-28,"14","ENSFALG00000013548"
"366","ARID4B",9.63526178150243e-26,2.52782787576487,0.454,0.188,2.89057853445073e-22,"13","ENSFALG00000013548"
"367","ARID4B",0.000558994910749592,2.19302003358117,0.481,0.193,1,"17","ENSFALG00000013548"
"368","ARID4B",3.28018148146798e-101,1.43839067468612,0.662,0.155,9.84054444440394e-98,"3","ENSFALG00000013548"
"369","ARID4B",6.09677739206126e-40,2.7247907338973,0.547,0.18,1.82903321761838e-36,"9","ENSFALG00000013548"
"370","ARL1",7.28082089259292e-06,0.969620479509969,0.359,0.209,0.0218424626777788,"0","ENSFALG00000011156"
"371","ARL1",4.34365805493588e-15,3.55905029844092,0.625,0.22,1.30309741648077e-11,"16","ENSFALG00000011156"
"372","ARL1",1.06052215876558e-71,0.275727130775464,0.654,0.192,3.18156647629673e-68,"3","ENSFALG00000011156"
"373","ARL13B",7.19578594271716e-88,2.41081648039293,0.603,0.182,2.15873578281515e-84,"0","ENSFALG00000001654"
"374","ARL14EP",2.24814065431014e-26,1.52963521656189,0.74,0.214,6.74442196293043e-23,"16","ENSFALG00000012229"
"375","ARL14EP",1.16616079962489e-71,3.30721121950824,0.692,0.2,3.49848239887468e-68,"6","ENSFALG00000012229"
"376","ARL14EP",1.17039390325632e-24,0.61155794663696,0.569,0.218,3.51118170976896e-21,"14","ENSFALG00000012229"
"377","ARL14EP",6.23862974332295e-47,3.10881779277376,0.637,0.207,1.87158892299688e-43,"9","ENSFALG00000012229"
"378","ARL16",4.59460897736536e-63,4.98629287038981,0.823,0.264,1.37838269320961e-59,"7","ENSFALG00000012115"
"379","ARL16",4.82155218606335e-46,1.00303926842431,0.806,0.27,1.446465655819e-42,"10","ENSFALG00000012115"
"380","ARL2BP",0.000802667000627359,0.412075542881108,0.442,0.43,1,"16","ENSFALG00000007012"
"381","ARL2BP",1.03094031508024e-29,0.593750626662801,0.649,0.401,3.09282094524071e-26,"1","ENSFALG00000007012"
"382","ARL2BP",1.22889598150143e-66,0.943854144333639,0.928,0.399,3.68668794450428e-63,"5","ENSFALG00000007012"
"383","ARL2BP",7.08239675754195e-23,0.955759447894741,0.719,0.415,2.12471902726259e-19,"8","ENSFALG00000007012"
"384","ARL2BP",1.95259827175102e-37,0.936445718651099,0.693,0.405,5.85779481525306e-34,"2","ENSFALG00000007012"
"385","ARL3",2.91470527736558e-08,0.409970964111912,0.625,0.458,8.74411583209675e-05,"8","ENSFALG00000008720"
"386","ARL3",2.62020305599673e-91,0.474298704313671,0.81,0.411,7.86060916799018e-88,"0","ENSFALG00000008720"
"387","ARL3",7.85971820566568e-105,3.20075322679022,0.891,0.424,2.3579154616997e-101,"2","ENSFALG00000008720"
"388","ARL6IP5",9.15695835055721e-44,1.45128490687063,0.656,0.18,2.74708750516716e-40,"8","ENSFALG00000013367"
"389","ARL6IP5",3.83067151410603e-07,1.05906253712691,0.28,0.192,0.00114920145423181,"0","ENSFALG00000013367"
"390","ARL6IP5",2.44380667455695e-15,0.994178156801938,0.312,0.202,7.33142002367085e-12,"14","ENSFALG00000013367"
"391","ARL6IP5",4.86345419991896e-26,1.43859554321083,0.692,0.192,1.45903625997569e-22,"16","ENSFALG00000013367"
"392","ARMC1",4.48183641514249e-138,5.06431601626197,0.838,0.198,1.34455092454275e-134,"2","ENSFALG00000005487"
"393","ARMC2",1.31459150308778e-05,0.750299921968604,0.272,0.219,0.0394377450926333,"0","ENSFALG00000011800"
"394","ARMC2",7.27472921555245e-61,1.39975513487573,0.548,0.197,2.18241876466573e-57,"3","ENSFALG00000011800"
"395","ARMC2",1.59335602797939e-38,2.2305686314945,0.761,0.213,4.78006808393818e-35,"14","ENSFALG00000011800"
"396","ARMC8",4.66112830703146e-12,0.555649305229695,0.343,0.2,1.39833849210944e-08,"0","ENSFALG00000013460"
"397","ARMC8",1.51321883380645e-21,0.508057283323176,0.418,0.213,4.53965650141935e-18,"13","ENSFALG00000013460"
"398","ARMC8",4.27208675495115e-55,2.19707829406149,0.759,0.191,1.28162602648534e-51,"8","ENSFALG00000013460"
"399","ARMH3",0.000722351727551811,0.994240268906104,0.317,0.238,1,"8","ENSFALG00000008569"
"400","ARMH3",4.92366374007164e-48,1.37104185297189,0.642,0.202,1.47709912202149e-44,"2","ENSFALG00000008569"
"401","ARMH3",3.30855330063662e-10,2.02112252294411,0.305,0.24,9.92565990190985e-07,"13","ENSFALG00000008569"
"402","ARMT1",2.4696479187564e-61,3.47379762869208,0.711,0.16,7.40894375626919e-58,"9","ENSFALG00000012270"
"403","ARMT1",9.10448827872084e-48,1.71967616060738,0.477,0.169,2.73134648361625e-44,"6","ENSFALG00000012270"
"404","ARMT1",1.74159196900169e-43,1.63601533045859,0.549,0.166,5.22477590700508e-40,"8","ENSFALG00000012270"
"405","ARPC2",1.46636526395568e-24,1.84860118138304,0.458,0.216,4.39909579186703e-21,"9","ENSFALG00000003999"
"406","ARPC2",1.31220053815415e-61,0.444221698989139,0.431,0.194,3.93660161446246e-58,"0","ENSFALG00000003999"
"407","ARPC2",9.2915191555341e-14,0.485762200033268,0.279,0.225,2.78745574666023e-10,"16","ENSFALG00000003999"
"408","ARPC2",1.5649248719055e-48,1.44426702435613,0.728,0.2,4.69477461571651e-45,"8","ENSFALG00000003999"
"409","ARPC2",7.35206071895617e-31,2.23042784592813,0.498,0.211,2.20561821568685e-27,"6","ENSFALG00000003999"
"410","ARPC3",1.37843311233541e-30,0.959430937752987,0.468,0.145,4.13529933700623e-27,"13","ENSFALG00000009222"
"411","ARPC3",1.86804462143751e-14,1.5920000048756,0.471,0.148,5.60413386431254e-11,"16","ENSFALG00000009222"
